True_index,Predicted_Sales
4684,3344.9
4710,7889.02
4711,6213.9
4717,5587.78
4736,4446.18
4745,5755.66
4747,7143.76
4767,5444.94
4774,9354.5
4790,4804.34
4792,7706.1
4796,9197.74
4799,9621.78
4819,6239.4
4828,6582.1
4840,4670.4
4844,7694.02
4851,5214.6
4870,0.0
4878,0.0
4894,4730.9
4898,0.0
4919,8787.52
4923,0.0
4924,0.0
4933,4544.7
4977,6832.56
4987,9917.64
4994,6882.04
5005,4528.72
5007,5382.66
5009,5292.9
5016,5799.54
5031,0.0
5032,5961.8
5049,10944.6
5052,12442.28
5053,7288.4
5087,5438.4
5101,10072.32
5132,0.0
5171,5287.48
5178,3723.02
5189,12743.42
5196,3393.6
5205,4994.56
5210,9372.5
5211,8630.86
5234,2839.62
5238,8793.26
5242,8703.6
5253,5720.8
5262,3712.0
5318,7841.16
5327,0.0
5334,7075.14
5366,4362.62
5384,5278.82
5395,0.0
5397,3912.58
5399,8077.24
5419,8233.24
5431,6311.1
5432,7143.86
5435,6426.24
5437,6179.92
5481,4257.44
5482,10168.56
5485,7977.74
5497,4483.82
5502,6091.18
5513,7289.78
5517,4483.84
5533,5083.32
5535,2260.48
5539,4512.26
5561,0.0
5574,9100.8
5588,0.0
5593,7422.04
5607,3631.76
5647,8562.96
5662,12669.26
5669,3591.98
5692,6153.7
5713,8652.76
5720,6861.08
5726,4892.56
5735,8316.86
5758,4063.46
5765,4013.62
5793,9959.44
5798,1837.8
5822,9047.22
5824,6326.98
5826,7298.54
5829,8585.62
5831,0.0
5835,5988.26
5853,5487.64
5875,3200.24
5879,11006.8
5883,6125.84
5890,5369.68
5914,7396.56
5921,6055.34
5922,5324.44
5935,4135.22
5944,6292.5
5950,0.0
5977,7836.84
5987,0.0
5988,10022.06
5994,8206.06
6009,4387.62
6019,13740.94
6045,7860.46
6056,7347.38
6073,5789.72
6088,4691.04
6094,7559.94
6104,16453.26
6118,0.0
6125,9108.28
6155,0.0
6166,4454.38
6171,4268.98
6172,6971.34
6174,0.0
6185,5748.56
6191,4950.6
6196,8405.46
6218,11455.78
6221,8158.98
6226,0.0
6232,0.0
6233,5379.48
6248,10794.42
6253,3475.64
6273,4168.38
6280,2560.26
6287,6237.64
6290,0.0
6299,0.0
6315,9535.18
6323,6379.42
6331,0.0
6333,4153.2
6334,5846.28
6369,2708.58
6376,0.0
6382,7612.8
6383,5872.78
6407,8980.22
6408,8353.68
6412,0.0
6419,6005.24
6428,4510.18
6434,7082.28
6448,9288.56
6451,4783.76
6458,10558.24
6470,7610.46
6472,0.0
6480,4888.68
6482,4262.66
6486,7008.16
6503,0.0
6507,5159.74
6527,4453.92
6529,5973.82
6540,8577.78
6550,10358.94
6552,4704.14
6553,8194.28
6555,4422.94
6588,16475.68
6607,7270.16
6612,3382.98
6634,6571.06
6652,3066.22
6655,8951.2
6661,0.0
6681,6792.66
6691,6042.5
6707,4115.02
6710,7525.14
6714,3170.86
6720,4268.84
6726,0.0
6731,15487.9
6740,0.0
6749,0.0
6768,10093.08
6775,0.0
6778,6118.6
6791,5556.64
6829,9284.54
6842,0.0
6849,4110.8
6858,8923.62
6863,4966.96
6890,5252.5
6918,6260.36
6920,2517.22
6923,6990.9
6932,0.0
6933,0.0
6946,5225.0
6947,2633.24
6973,0.0
6992,5795.02
7005,8419.16
7007,5127.62
7027,10686.4
7035,6602.3
7055,4919.6
7056,3620.58
7095,10467.3
7112,0.0
7113,5032.68
7119,0.0
7122,0.0
7126,6661.86
7127,2628.58
7138,28979.18
7139,13477.32
7162,8036.04
7166,7729.82
7169,7505.26
7181,4491.92
7190,10618.16
7199,0.0
7200,5173.08
7232,5744.86
7259,9942.86
7263,6714.64
7266,4654.7
7267,6591.38
7299,6908.74
7301,5369.26
7302,5963.38
7307,7328.5
7309,7118.0
7323,9064.44
7325,8054.56
7330,0.0
7334,6436.02
7338,0.0
7342,5979.76
7349,0.0
7362,9349.8
7363,0.0
7394,0.0
7399,17772.2
7420,6932.26
7428,5931.56
7434,6360.7
7450,7255.74
7451,7602.56
7455,0.0
7492,6327.16
7507,18413.62
7518,3035.36
7521,5897.48
7526,5912.98
7557,9257.54
7560,9918.58
7570,0.0
7573,5820.2
7576,4820.02
7594,13242.1
7601,7354.32
7634,8902.88
7668,5172.2
7670,0.0
7682,8838.34
7693,0.0
7696,0.0
7711,8006.26
7713,10787.82
7719,6964.3
7720,8004.44
7732,13283.88
7734,6134.38
7742,6277.56
7753,4397.52
7779,10556.36
7793,12818.88
7797,7903.88
7812,3132.92
7824,16450.42
7835,3350.24
7855,9278.74
7862,9812.96
7884,9247.14
7894,0.0
7904,1796.56
7913,6099.64
7920,8789.68
7930,0.0
7936,4584.28
7958,4587.26
7963,0.0
7973,0.0
7979,6870.86
7984,0.0
7986,3946.02
7987,5917.42
8006,5897.54
8015,6974.36
8017,7319.18
8031,0.0
8037,3919.8
8064,5817.06
8073,5119.56
8083,3898.74
8090,1859.84
8094,7123.54
8113,4239.48
8114,3930.54
8119,0.0
8123,3305.36
8158,0.0
8161,8168.7
8167,4623.06
8181,6714.7
8195,5371.1
8207,6427.16
8215,8315.28
8223,5391.34
8252,7625.7
8255,0.0
8287,4835.42
8309,5573.08
8312,7114.68
8319,4601.02
8327,6697.92
8353,0.0
8365,0.0
8378,5619.12
8385,4856.98
8387,9181.16
8400,3828.36
8402,5719.48
8403,7292.2
8430,0.0
8438,6202.74
8439,12698.14
8464,5110.56
8483,0.0
8503,6074.28
8504,7822.22
8517,4669.12
8522,12097.16
8525,6173.54
8544,10953.6
8557,9882.4
8570,6335.94
8583,5412.1
8590,5146.46
8592,4116.22
8609,5137.2
8613,8301.54
8621,6437.24
8626,4816.4
8627,5796.78
8637,2900.08
8643,10745.1
8654,6657.72
8668,5748.28
8713,6673.22
8729,5644.52
8732,6628.04
8748,3959.44
8758,6801.2
8764,5722.98
8765,0.0
8772,5246.56
8776,20020.32
8783,6543.38
8797,0.0
8805,13083.0
8817,4410.68
8820,5897.38
8838,9179.02
8869,4500.66
8871,8169.04
8879,7954.54
8888,4225.72
8897,8079.06
8905,0.0
8907,6303.4
8910,17041.6
8944,4379.18
8953,3683.58
8989,5200.62
8990,4679.3
8994,6217.58
9020,8947.28
9023,4461.82
9024,3662.16
9047,7536.42
9050,11275.98
9055,8176.88
9064,9741.64
9065,0.0
9084,8332.76
9089,12706.82
9103,7092.48
9111,6295.2
9112,13567.28
9144,4783.72
9145,5784.3
9147,11241.06
9169,0.0
9184,0.0
9190,4996.38
9199,9183.7
9201,5751.86
9207,5843.3
9220,7352.1
9236,8058.18
9246,0.0
9252,7927.42
9286,5614.26
9316,4614.38
9319,2493.98
9325,7785.84
9341,6597.86
9343,0.0
9348,6821.82
9383,11823.28
9395,11973.18
9403,0.0
9408,15711.54
9410,6881.9
9416,0.0
9423,5814.3
9444,0.0
9476,6128.44
9482,4428.62
9489,10975.78
9506,5217.12
9512,5780.02
9522,7501.4
9566,5702.02
9577,0.0
9580,3758.88
9592,4494.84
9601,9505.5
9607,11688.5
9619,10432.98
9627,12670.6
9628,9257.2
9638,4593.1
9641,5593.26
9652,8112.84
9653,4611.1
9658,7736.9
9682,0.0
9694,7978.56
9702,0.0
9705,5262.3
9727,0.0
9740,4765.84
9750,9763.92
9756,0.0
9767,10351.9
9784,7139.62
9785,4415.1
9787,5427.64
9791,5098.08
9802,10071.12
9809,7696.7
9810,0.0
9811,5952.6
9824,5607.06
9826,5539.56
9835,8643.78
9857,11404.86
9859,5749.06
9881,6924.3
9886,4961.68
9897,5442.98
9909,6325.32
9910,5624.66
9920,0.0
9931,6671.66
9937,8117.26
9939,6368.52
9940,3938.72
9947,0.0
9949,7274.28
9972,7843.52
9985,8761.54
9991,6655.66
10006,4712.66
10016,7899.2
10031,0.0
10039,6363.14
10046,8130.74
10048,3567.08
10049,0.0
10052,4295.66
10064,0.0
10075,4692.68
10105,9341.54
10113,4488.76
10118,5531.96
10135,7046.7
10145,0.0
10147,9945.06
10151,6927.48
10153,4536.8
10167,3873.32
10177,4599.14
10208,5519.62
10268,5981.26
10296,2019.7
10309,2265.88
10316,0.0
10317,0.0
10344,5596.5
10349,6689.98
10351,8799.82
10353,8922.72
10363,2438.26
10369,10976.08
10373,7620.62
10378,6750.64
10388,7281.66
10391,10442.36
10392,0.0
10393,4223.5
10402,0.0
10438,11544.92
10440,18047.36
10442,8256.18
10463,0.0
10465,6909.26
10502,7724.72
10513,5686.6
10526,3056.82
10534,4963.06
10552,0.0
10560,7279.12
10568,12339.78
10571,7711.72
10572,0.0
10574,0.0
10577,4634.82
10594,6486.74
10603,3450.62
10618,3465.3
10625,6663.86
10635,5440.34
10641,12500.28
10642,5944.36
10644,8870.28
10653,7613.54
10657,6108.58
10658,4270.0
10667,5859.5
10677,3629.94
10687,5425.74
10700,14153.02
10703,8537.82
10713,5617.16
10720,5370.38
10732,0.0
10737,0.0
10744,5626.42
10761,8439.02
10770,5922.84
10776,4292.36
10778,8600.3
10779,0.0
10810,4601.46
10811,2692.86
10812,6599.7
10831,3202.96
10832,4070.54
10835,9835.52
10837,0.0
10848,7687.78
10851,4884.0
10871,4798.1
10872,11450.4
10876,7436.04
10879,3403.0
10887,0.0
10890,6601.66
10892,5333.46
10899,0.0
10917,2675.32
10922,0.0
10931,0.0
10937,6695.06
10940,7026.78
10948,8424.32
10953,8439.4
10977,5805.98
10981,6414.82
10988,5508.18
11012,12025.14
11016,11101.96
11022,6430.66
11037,8713.96
11050,8412.54
11059,7467.28
11061,4911.56
11066,7148.22
11078,12183.74
11081,13090.02
11084,8536.14
11085,6953.16
11089,2524.04
11090,4576.32
11092,7014.9
11094,5180.4
11124,5305.6
11133,8507.28
11141,10315.58
11171,5175.12
11195,8363.96
11196,5604.62
11218,0.0
11239,0.0
11242,0.0
11248,5870.96
11256,6978.46
11258,6769.46
11283,7353.22
11287,7339.08
11308,6812.5
11315,0.0
11316,8918.16
11351,0.0
11381,6084.36
11407,4833.46
11411,0.0
11415,0.0
11418,0.0
11440,9312.04
11443,7503.48
11464,4460.42
11485,4543.3
11491,9776.96
11501,9064.06
11510,6844.46
11520,4623.82
11542,2351.26
11550,10928.08
11553,11284.14
11554,4345.86
11578,0.0
11587,12315.1
11594,4885.36
11624,12986.36
11628,3164.96
11641,4755.7
11645,5549.5
11649,0.0
11650,3917.28
11660,0.0
11671,0.0
11673,14629.86
11678,8303.5
11722,3421.16
11724,6209.52
11727,10774.0
11728,4250.52
11729,6135.62
11741,5401.06
11765,9314.96
11770,6356.5
11774,4121.72
11781,11448.46
11788,3792.22
11805,4474.86
11813,6890.92
11838,14069.78
11845,7269.46
11863,7751.8
11874,5895.22
11878,4072.94
11899,4258.38
11905,8334.24
11925,0.0
11949,3863.9
11955,6754.78
11961,9023.28
11965,0.0
11999,4171.16
12007,5165.34
12031,19079.4
12034,5590.02
12060,3902.18
12069,6998.52
12071,8902.2
12075,0.0
12081,5117.88
12084,7624.44
12089,0.0
12093,7744.82
12104,2586.94
12107,2887.76
12114,7164.16
12122,5679.34
12124,12637.78
12135,7237.64
12160,4634.14
12185,9000.12
12199,5582.64
12202,7396.32
12210,7145.48
12219,5282.58
12225,0.0
12226,3598.24
12238,7874.44
12243,3423.06
12263,6227.44
12264,9739.32
12272,5566.28
12275,3020.66
12281,6257.86
12285,4656.88
12291,4051.72
12301,5643.96
12305,5168.4
12306,9873.94
12312,6113.42
12313,7012.76
12325,8771.54
12332,7063.02
12338,3954.76
12340,8409.26
12346,0.0
12352,9612.18
12358,10410.2
12374,9691.46
12413,0.0
12414,5871.08
12417,6534.94
12426,5021.0
12438,0.0
12443,0.0
12448,5949.7
12455,4701.1
12464,6885.34
12484,10569.58
12489,5532.22
12490,0.0
12491,7470.16
12496,4742.64
12501,7232.84
12507,7773.82
12508,0.0
12516,8245.84
12528,4519.72
12532,4834.46
12540,7304.6
12546,7891.42
12549,8491.92
12553,5029.46
12555,0.0
12583,8930.92
12586,5914.3
12606,5186.06
12612,0.0
12622,5676.4
12625,10894.22
12637,0.0
12676,0.0
12703,12026.24
12751,6393.2
12756,5665.78
12775,6353.94
12785,0.0
12797,4698.98
12800,0.0
12810,3648.24
12811,4539.14
12814,4467.46
12846,5356.04
12849,3885.14
12854,5502.68
12869,9812.78
12879,6287.42
12885,10943.32
12890,6936.94
12892,0.0
12897,4602.06
12901,7224.66
12904,6503.28
12928,4463.0
12954,6012.9
12963,5101.78
12964,7736.82
12979,0.0
12994,4781.4
12999,5269.86
13003,3531.64
13021,0.0
13038,5726.28
13042,0.0
13046,6782.4
13091,7222.24
13103,9031.28
13108,15162.44
13110,5335.14
13117,27202.54
13133,0.0
13141,13449.8
13149,6967.62
13168,10676.66
13188,7435.56
13193,2650.96
13197,8208.44
13201,4345.02
13233,3863.34
13240,8061.5
13253,0.0
13258,5611.4
13265,6738.34
13271,0.0
13280,2668.68
13291,12953.52
13292,6859.44
13294,11187.62
13309,0.0
13346,2267.1
13353,10482.68
13358,0.0
13374,6889.88
13386,4210.3
13414,3716.4
13422,0.0
13431,5032.58
13452,0.0
13454,5365.4
13458,3302.4
13485,11980.86
13486,9692.8
13517,6401.02
13520,0.0
13521,12814.28
13524,0.0
13535,9787.26
13536,10716.46
13541,10617.0
13542,4245.36
13544,0.0
13564,0.0
13569,5145.2
13604,5886.82
13614,0.0
13624,0.0
13629,8507.42
13638,9771.4
13642,4475.56
13664,0.0
13671,7823.52
13686,6396.04
13687,0.0
13691,4796.62
13699,0.0
13702,9867.06
13708,0.0
13713,5926.02
13738,6456.96
13743,7257.86
13777,8384.46
13785,5856.94
13790,3943.38
13812,5017.36
13827,5171.5
13832,6449.42
13846,7196.24
13847,6518.36
13861,4803.16
13865,7762.94
13869,5486.26
13871,0.0
13873,5844.06
13874,4350.4
13875,5959.42
13883,6515.82
13885,7312.3
13892,8675.28
13896,5538.14
13900,5637.34
13906,5993.54
13912,4976.18
13913,10401.22
13917,13965.26
13918,6760.88
13934,7160.7
13937,4300.3
13945,4321.7
13954,5924.56
13964,7718.16
13976,2878.54
13978,6195.18
13979,6795.64
13996,0.0
14026,4000.36
14039,4765.32
14045,11850.38
14047,2960.82
14049,3749.32
14055,7196.62
14056,0.0
14061,11597.68
14065,6078.8
14081,8417.52
14086,10871.4
14092,3560.82
14105,7358.76
14109,8824.62
14115,6845.72
14116,6371.78
14118,0.0
14130,3982.5
14133,0.0
14137,4690.32
14141,4188.68
14143,6665.56
14147,4935.14
14157,7466.12
14160,7185.06
14176,4203.42
14190,5856.64
14192,5592.22
14194,8673.54
14197,7625.94
14207,0.0
14217,3896.28
14223,0.0
14225,6744.58
14226,6950.6
14237,5997.46
14259,0.0
14262,6220.3
14264,5883.74
14265,7362.16
14288,6608.12
14307,6096.02
14311,0.0
14313,8488.02
14314,14010.54
14347,8416.96
14351,5702.18
14368,0.0
14400,8903.78
14402,7662.2
14421,0.0
14437,9334.38
14443,4654.78
14477,8816.84
14479,0.0
14489,0.0
14493,4500.48
14534,23233.96
14537,8249.82
14540,0.0
14555,6017.98
14566,6733.76
14589,8749.78
14596,6316.84
14602,3249.92
14621,5432.9
14639,4770.22
14669,0.0
14677,6484.82
14683,0.0
14689,0.0
14725,7076.94
14727,5439.6
14751,7013.9
14756,6230.14
14768,0.0
14785,5766.04
14788,4400.44
14809,3788.26
14829,5344.34
14832,7679.94
14845,0.0
14854,6659.82
14873,0.0
14878,7362.48
14886,10089.36
14904,0.0
14920,2216.32
14939,5819.26
14962,5988.32
14969,6696.72
14981,5972.9
14990,0.0
14991,4785.4
14992,0.0
14999,0.0
15001,3781.36
15013,13832.44
15044,0.0
15050,7513.26
15066,4739.72
15072,5961.74
15080,14933.08
15082,5770.42
15085,4183.2
15087,5375.68
15090,11567.68
15093,8143.3
15099,0.0
15100,7406.02
15103,5131.64
15111,9482.12
15116,8066.16
15118,7865.34
15146,10960.02
15156,0.0
15199,4826.82
15221,5515.74
15224,8533.72
15230,7491.24
15234,0.0
15242,0.0
15257,6936.64
15275,7227.58
15278,3929.86
15303,5373.92
15318,11113.42
15322,8963.04
15344,0.0
15349,0.0
15354,7688.26
15367,4362.9
15398,7762.1
15402,5211.36
15404,0.0
15419,14177.28
15422,24141.86
15423,0.0
15446,0.0
15460,6229.08
15473,9941.44
15511,7960.14
15517,9020.0
15519,9146.92
15545,5295.92
15554,10920.06
15562,0.0
15563,0.0
15577,5431.36
15587,5413.46
15588,5752.82
15593,5780.86
15607,4458.52
15612,5354.36
15613,11597.56
15622,6200.18
15630,11088.46
15633,0.0
15639,5851.1
15651,4509.12
15658,8561.94
15674,2476.06
15683,7307.6
15700,6699.84
15710,8593.54
15711,6264.14
15719,5515.0
15721,5126.16
15734,0.0
15738,3607.24
15743,6395.84
15744,7142.14
15756,4459.68
15762,14295.72
15765,6007.56
15771,9172.26
15775,8370.54
15794,7587.26
15799,4899.56
15803,0.0
15804,6954.62
15813,3847.7
15814,6881.96
15815,6390.8
15819,3291.76
15824,4748.82
15835,5457.26
15848,4657.6
15861,9029.58
15862,5981.74
15867,3759.08
15873,5007.48
15874,4492.16
15880,6359.12
15882,0.0
15888,5536.72
15902,6517.76
15904,10751.4
15913,9689.5
15923,6738.32
15924,10035.64
15926,0.0
15934,0.0
15939,5344.44
15950,5465.26
15970,9286.2
15973,0.0
15979,10546.74
15993,5153.36
16000,1066.1
16002,5714.98
16006,6813.34
16008,5321.16
16021,8823.64
16022,9183.66
16031,6503.08
16041,6818.62
16042,7365.02
16045,6186.9
16050,12798.62
16053,8453.88
16055,6940.18
16071,0.0
16085,3566.08
16087,9277.22
16088,6457.14
16123,4783.76
16149,9358.72
16150,7111.92
16174,14721.68
16203,4388.02
16205,0.0
16228,7871.94
16253,8463.92
16262,6621.54
16263,8852.02
16267,4959.54
16276,7596.56
16296,6625.76
16297,4488.5
16298,12801.36
16305,5792.54
16309,3354.08
16315,4966.76
16321,6135.04
16326,6937.3
16331,6962.3
16332,0.0
16342,5878.68
16351,5775.72
16365,0.0
16373,0.0
16374,0.0
16379,2096.52
16411,6524.68
16454,5892.3
16461,7670.0
16493,12766.14
16499,0.0
16510,4245.32
16520,6636.54
16523,9005.4
16540,7003.22
16546,3650.62
16585,4695.16
16589,5151.0
16592,6482.9
16622,6977.04
16633,7932.58
16645,4399.4
16648,9944.6
16651,10163.62
16680,6826.96
16681,9154.98
16683,0.0
16684,0.0
16689,10762.42
16737,5485.36
16740,0.0
16750,9242.62
16752,7246.14
16753,0.0
16760,9122.36
16770,7035.94
16786,0.0
16787,9965.7
16790,5642.06
16792,5243.68
16824,4057.54
16835,0.0
16854,6315.34
16858,4885.88
16861,4165.66
16894,0.0
16921,8636.22
16932,11227.24
16976,0.0
16992,4421.38
17018,6202.36
17036,5530.76
17040,5058.94
17072,0.0
17105,2688.12
17109,8262.66
17128,0.0
17135,9879.78
17141,7280.12
17150,7439.02
17157,3508.86
17165,6526.0
17169,4476.08
17181,3902.12
17188,0.0
17210,5374.5
17213,9322.5
17215,6746.6
17226,4978.82
17252,8892.08
17265,0.0
17286,0.0
17288,0.0
17289,9175.7
17294,5969.68
17306,4992.62
17315,6309.0
17327,11064.38
17329,0.0
17339,5161.2
17344,7482.48
17363,7257.12
17374,0.0
17381,10655.9
17397,7508.84
17403,6698.8
17407,8836.44
17423,2601.44
17439,5247.76
17452,6486.22
17453,9554.7
17465,3638.94
17474,7987.82
17483,2699.42
17484,8834.68
17504,5246.28
17511,6442.06
17527,6719.76
17532,3766.84
17537,0.0
17542,5335.66
17567,6855.1
17570,6172.86
17577,6683.32
17578,6951.36
17582,7763.54
17586,7443.3
17600,1275.18
17604,5016.32
17615,2841.22
17617,7443.66
17624,6461.86
17626,5435.64
17655,7856.36
17660,4725.42
17668,0.0
17681,13771.2
17682,8580.22
17693,9213.62
17694,7064.32
17700,9686.64
17702,7200.06
17703,0.0
17712,6278.14
17722,12786.64
17732,5840.08
17752,5797.1
17761,0.0
17765,8506.4
17786,9386.58
17787,0.0
17790,5568.84
17800,0.0
17808,6754.9
17815,3334.96
17817,5766.9
17818,8788.36
17821,8901.0
17834,0.0
17836,6875.54
17837,4301.18
17856,8185.88
17860,11499.26
17864,7733.78
17878,5950.82
17881,14704.4
17882,14125.38
17912,6425.26
17916,5080.24
17917,6601.34
17922,8443.32
17924,13331.34
17928,6388.64
17929,4350.32
17936,5042.28
17966,3658.02
17980,6245.26
17988,7688.06
17998,19552.22
18000,0.0
18019,5282.38
18027,6678.12
18046,4472.68
18049,8178.98
18050,6095.22
18082,0.0
18095,0.0
18107,7077.66
18125,0.0
18150,5235.98
18178,6293.94
